job,marital,education,default,housing,loan,y
blue-collar,married,basic.9y,no,yes,no,no
admin.,married,high.school,no,no,no,no
blue-collar,married,basic.6y,no,yes,yes,no
services,married,basic.9y,no,yes,no,no
blue-collar,married,basic.9y,no,yes,no,no
admin.,married,high.school,no,yes,no,no
blue-collar,married,basic.9y,unknown,yes,no,no
blue-collar,married,basic.6y,no,yes,no,no
management,married,university.degree,unknown,yes,no,no
admin.,married,high.school,no,yes,no,no
services,married,university.degree,no,no,no,no
blue-collar,single,basic.9y,no,yes,no,no
blue-collar,married,basic.6y,no,yes,no,no
technician,divorced,university.degree,unknown,yes,no,no
self-employed,married,professional.course,no,yes,no,no
services,single,high.school,no,no,no,no
services,single,high.school,no,no,yes,no
technician,single,professional.course,no,yes,no,no
admin.,married,university.degree,no,yes,yes,no
services,divorced,basic.9y,no,yes,no,no
services,single,high.school,no,no,no,no
technician,married,university.degree,no,yes,no,no
blue-collar,married,basic.9y,no,unknown,unknown,no
self-employed,divorced,university.degree,no,yes,no,no
self-employed,divorced,university.degree,no,yes,no,no
admin.,single,professional.course,no,no,no,no
admin.,single,university.degree,no,yes,yes,no
admin.,single,university.degree,no,no,no,no
technician,single,high.school,unknown,yes,yes,no
services,married,professional.course,no,yes,yes,no
self-employed,divorced,university.degree,no,no,no,no
services,married,professional.course,no,no,no,no
services,married,professional.course,no,yes,no,no
blue-collar,married,basic.9y,no,yes,no,no
student,single,university.degree,unknown,no,no,no
blue-collar,married,basic.4y,no,no,no,no
entrepreneur,married,high.school,no,yes,no,no
entrepreneur,married,high.school,no,yes,no,no
services,married,high.school,no,no,no,no
admin.,single,unknown,no,yes,no,no
blue-collar,married,basic.9y,no,yes,no,no
blue-collar,married,university.degree,unknown,yes,no,no
services,married,high.school,no,yes,no,no
admin.,married,professional.course,no,no,no,no
admin.,single,professional.course,no,yes,yes,yes
admin.,single,professional.course,no,no,no,no
blue-collar,single,basic.6y,no,no,no,no
services,married,high.school,unknown,no,no,no
admin.,divorced,university.degree,no,yes,no,yes
unemployed,married,professional.course,no,yes,no,no
blue-collar,single,basic.9y,no,yes,no,no
services,divorced,high.school,no,no,no,no
blue-collar,single,basic.9y,no,yes,no,no
technician,single,professional.course,no,yes,no,yes
blue-collar,single,basic.6y,no,yes,no,yes
blue-collar,married,basic.9y,unknown,no,no,no
unemployed,single,university.degree,no,yes,no,no
blue-collar,married,basic.6y,no,yes,no,no
blue-collar,divorced,unknown,no,yes,no,no
blue-collar,married,basic.9y,unknown,no,no,no
blue-collar,divorced,unknown,no,no,no,no
technician,single,high.school,no,yes,yes,yes
blue-collar,divorced,basic.6y,unknown,yes,no,no
retired,married,basic.6y,no,yes,no,no
retired,married,basic.6y,no,no,yes,no
retired,married,basic.6y,no,yes,no,no
blue-collar,divorced,high.school,no,yes,no,no
services,married,basic.9y,no,yes,no,no
services,single,university.degree,no,yes,no,no
blue-collar,married,basic.6y,no,yes,no,no
blue-collar,married,basic.4y,no,no,no,no
self-employed,married,basic.9y,no,yes,no,no
blue-collar,married,basic.6y,no,yes,no,no
blue-collar,married,basic.4y,unknown,yes,yes,no
blue-collar,single,high.school,no,no,no,no
services,single,university.degree,no,yes,no,no
blue-collar,divorced,high.school,no,yes,no,no
blue-collar,single,high.school,no,no,no,no
blue-collar,divorced,high.school,no,no,no,no
blue-collar,married,basic.9y,no,no,no,no
blue-collar,married,basic.4y,no,no,no,no
blue-collar,married,basic.6y,unknown,yes,no,no
blue-collar,married,basic.4y,no,no,yes,no
blue-collar,divorced,high.school,no,yes,no,no
blue-collar,divorced,high.school,no,no,no,no
admin.,married,high.school,no,no,yes,no
management,married,basic.4y,no,yes,no,no
blue-collar,married,basic.4y,unknown,no,yes,no
management,married,university.degree,no,yes,no,no
technician,married,university.degree,no,unknown,unknown,no
management,married,basic.6y,unknown,no,no,no
blue-collar,married,basic.9y,no,yes,yes,no
services,divorced,high.school,unknown,no,no,no
technician,single,high.school,no,yes,no,no
technician,single,high.school,no,yes,no,no
services,divorced,high.school,unknown,yes,no,no
management,married,university.degree,no,no,no,yes
technician,single,high.school,no,yes,no,no
blue-collar,married,basic.4y,unknown,yes,no,yes
blue-collar,married,basic.9y,no,yes,no,no
services,divorced,basic.6y,no,no,yes,no
admin.,married,high.school,no,yes,yes,yes
management,married,university.degree,no,no,yes,no
unemployed,single,university.degree,no,no,no,no
technician,married,professional.course,unknown,yes,no,no
blue-collar,single,basic.4y,no,no,no,no
management,married,university.degree,no,yes,no,no
admin.,single,basic.9y,unknown,yes,no,yes
technician,single,professional.course,no,yes,no,no
admin.,divorced,high.school,no,yes,no,no
technician,single,professional.course,no,yes,no,no
technician,divorced,professional.course,no,no,no,no
management,married,university.degree,unknown,yes,no,no
technician,married,professional.course,no,yes,no,no
services,single,professional.course,unknown,yes,no,no
admin.,married,basic.9y,no,yes,no,no
blue-collar,married,basic.9y,no,yes,yes,no
blue-collar,married,basic.9y,unknown,yes,no,no
blue-collar,married,basic.9y,unknown,yes,no,no
technician,married,professional.course,no,yes,no,no
blue-collar,married,basic.9y,unknown,no,no,no
blue-collar,married,basic.4y,no,unknown,unknown,no
self-employed,married,basic.4y,unknown,no,no,no
admin.,single,university.degree,no,no,no,no
services,married,high.school,no,no,no,no
blue-collar,married,unknown,no,no,no,no
blue-collar,married,basic.4y,unknown,yes,no,no
self-employed,married,basic.4y,no,no,no,no
admin.,single,university.degree,no,yes,no,no
student,single,university.degree,no,yes,no,no
admin.,married,university.degree,no,yes,yes,no
blue-collar,married,basic.6y,unknown,yes,yes,no
admin.,single,university.degree,no,yes,no,no
services,married,basic.9y,no,yes,no,no
technician,married,university.degree,no,yes,no,no
blue-collar,married,basic.6y,unknown,no,no,no
blue-collar,single,basic.4y,no,no,yes,no
technician,divorced,professional.course,no,no,no,no
blue-collar,married,basic.6y,unknown,yes,no,no
services,married,high.school,no,no,no,no
blue-collar,married,basic.6y,no,no,no,no
admin.,married,high.school,no,yes,no,no
blue-collar,married,basic.9y,no,yes,no,no
blue-collar,married,basic.9y,no,no,no,no
blue-collar,married,basic.4y,no,yes,yes,no
blue-collar,married,basic.9y,no,no,no,no
services,married,basic.9y,no,no,yes,no
admin.,single,high.school,no,yes,no,no
services,married,professional.course,no,no,no,no
management,married,university.degree,no,no,yes,no
services,married,high.school,no,yes,no,yes
blue-collar,married,basic.9y,unknown,yes,no,no
admin.,married,university.degree,no,yes,no,no
technician,married,professional.course,no,yes,yes,no
blue-collar,married,basic.9y,unknown,no,no,no
blue-collar,married,basic.9y,no,yes,no,no
blue-collar,married,basic.9y,no,yes,no,no
admin.,single,university.degree,no,yes,no,no
management,married,unknown,no,no,no,no
blue-collar,married,basic.9y,no,yes,no,no
admin.,married,high.school,no,no,yes,no
technician,single,high.school,no,yes,no,no
admin.,married,university.degree,no,yes,no,no
admin.,married,high.school,no,no,no,no
admin.,married,high.school,no,no,yes,no
blue-collar,married,professional.course,unknown,yes,no,no
admin.,married,high.school,no,yes,no,no
technician,married,university.degree,no,yes,no,no
technician,married,university.degree,no,yes,no,no
admin.,single,high.school,unknown,yes,yes,no
blue-collar,married,basic.6y,no,no,no,yes
admin.,divorced,basic.9y,unknown,yes,no,no
services,single,high.school,no,yes,no,no
services,single,high.school,no,yes,no,no
admin.,single,high.school,no,yes,yes,no
blue-collar,single,basic.9y,no,yes,yes,no
blue-collar,married,basic.4y,no,yes,no,no
blue-collar,married,basic.9y,no,no,no,no
blue-collar,married,basic.9y,no,yes,no,no
student,single,basic.9y,no,yes,yes,no
management,married,university.degree,no,yes,no,no
technician,married,professional.course,no,no,no,no
management,single,university.degree,unknown,no,no,no
management,married,university.degree,no,no,no,no
blue-collar,single,basic.4y,no,no,yes,no
blue-collar,single,high.school,no,yes,no,no
blue-collar,married,basic.6y,no,yes,no,no
admin.,single,basic.9y,unknown,yes,no,yes
management,divorced,university.degree,no,no,no,no
technician,married,professional.course,no,no,no,no
blue-collar,single,basic.9y,unknown,yes,no,no
blue-collar,single,basic.9y,unknown,yes,no,no
blue-collar,single,basic.9y,unknown,yes,yes,no
technician,divorced,high.school,no,yes,no,no
services,single,high.school,no,yes,no,no
technician,married,university.degree,no,no,no,no
services,single,high.school,no,yes,yes,no
management,married,university.degree,no,yes,no,no
management,married,university.degree,no,yes,no,no
admin.,divorced,high.school,no,yes,no,no
management,married,university.degree,no,yes,no,no
unemployed,divorced,high.school,unknown,yes,no,no
blue-collar,single,basic.9y,unknown,yes,yes,yes
services,married,high.school,no,no,no,no
blue-collar,married,basic.6y,no,yes,no,no
blue-collar,married,basic.6y,no,yes,no,no
technician,single,basic.9y,no,yes,no,no
admin.,married,basic.9y,no,unknown,unknown,no
blue-collar,married,basic.9y,no,no,no,no
blue-collar,married,basic.9y,no,yes,no,no
services,married,high.school,unknown,no,no,no
blue-collar,married,basic.9y,unknown,no,no,no
blue-collar,married,basic.6y,no,yes,no,yes
blue-collar,married,basic.9y,no,yes,no,no
blue-collar,married,high.school,unknown,no,no,no
blue-collar,married,basic.9y,no,no,no,no
management,married,university.degree,no,no,no,no
services,single,high.school,no,no,no,no
services,married,professional.course,no,yes,no,no
blue-collar,married,basic.4y,no,unknown,unknown,no
blue-collar,single,university.degree,unknown,no,no,no
technician,divorced,high.school,no,yes,no,no
admin.,married,high.school,no,yes,no,no
student,single,high.school,no,yes,no,no
management,married,professional.course,no,yes,no,no
services,single,high.school,no,no,no,yes
self-employed,divorced,professional.course,no,yes,no,no
technician,married,professional.course,no,yes,no,no
blue-collar,married,basic.9y,no,no,no,no
blue-collar,married,unknown,no,yes,no,no
management,married,university.degree,unknown,yes,no,no
self-employed,married,professional.course,no,yes,no,no
management,single,university.degree,no,no,no,no
management,divorced,university.degree,no,yes,no,no
services,single,high.school,no,yes,no,no
technician,married,professional.course,no,no,no,no
services,single,high.school,no,yes,yes,no
management,single,university.degree,no,no,no,no
management,single,university.degree,no,yes,no,no
technician,divorced,professional.course,no,yes,no,no
retired,divorced,high.school,unknown,no,no,no
admin.,divorced,university.degree,no,yes,no,no
services,married,high.school,no,yes,no,no
admin.,divorced,high.school,no,yes,no,no
admin.,single,university.degree,no,yes,no,no
blue-collar,married,basic.4y,no,no,yes,no
blue-collar,single,basic.4y,no,yes,no,no
admin.,single,unknown,no,yes,no,no
blue-collar,married,basic.9y,no,no,no,no
services,divorced,high.school,unknown,yes,no,no
entrepreneur,married,basic.6y,no,no,no,no
admin.,single,high.school,no,yes,no,no
blue-collar,married,basic.6y,no,yes,yes,no
services,married,basic.9y,no,no,no,no
blue-collar,single,university.degree,unknown,yes,no,no
admin.,single,university.degree,no,yes,yes,no
unemployed,married,basic.4y,no,no,no,no
technician,divorced,university.degree,no,no,no,no
blue-collar,divorced,basic.9y,no,yes,no,no
admin.,married,university.degree,no,yes,yes,no
admin.,married,university.degree,no,no,no,no
services,married,professional.course,unknown,yes,yes,no
blue-collar,married,basic.6y,no,no,no,no
technician,married,professional.course,no,no,no,yes
technician,single,university.degree,no,no,no,no
admin.,married,university.degree,no,yes,no,no
admin.,married,university.degree,no,no,no,yes
services,divorced,high.school,unknown,no,no,no
blue-collar,married,basic.4y,no,yes,no,no
blue-collar,married,basic.9y,no,no,no,no
technician,married,professional.course,no,yes,no,no
technician,married,university.degree,no,yes,yes,yes
services,married,basic.9y,unknown,yes,yes,no
blue-collar,married,basic.9y,no,no,no,no
entrepreneur,married,high.school,no,no,no,no
admin.,married,high.school,no,no,yes,no
management,married,university.degree,unknown,no,yes,no
entrepreneur,married,high.school,no,yes,no,no
admin.,married,high.school,no,no,no,no
blue-collar,married,basic.4y,unknown,no,yes,no
self-employed,married,basic.9y,no,no,no,no
admin.,married,high.school,no,yes,no,yes
blue-collar,married,basic.9y,no,no,no,no
admin.,married,basic.9y,no,no,no,no
unemployed,married,basic.6y,no,yes,no,no
blue-collar,married,professional.course,unknown,no,no,no
admin.,single,university.degree,no,no,yes,no
blue-collar,married,basic.6y,no,yes,no,no
admin.,single,basic.9y,unknown,yes,no,no
blue-collar,married,basic.4y,unknown,yes,no,no
management,married,university.degree,no,no,no,no
blue-collar,single,high.school,no,no,yes,no
admin.,married,high.school,no,yes,no,yes
blue-collar,married,basic.4y,unknown,no,no,no
blue-collar,married,basic.4y,unknown,yes,no,no
blue-collar,married,basic.4y,unknown,unknown,unknown,no
services,single,high.school,no,no,yes,no
blue-collar,single,basic.6y,unknown,no,yes,no
management,married,university.degree,no,yes,no,no
management,married,university.degree,no,no,no,no
management,married,university.degree,no,yes,no,no
blue-collar,married,basic.9y,no,yes,yes,no
technician,single,high.school,no,no,yes,no
admin.,married,professional.course,no,no,no,no
services,married,high.school,no,no,no,no
services,married,high.school,no,unknown,unknown,no
technician,single,professional.course,no,no,yes,no
entrepreneur,divorced,basic.6y,no,no,no,no
admin.,single,university.degree,no,no,yes,no
blue-collar,married,basic.6y,no,no,yes,no
management,single,university.degree,no,yes,no,no
blue-collar,married,basic.6y,no,no,no,no
services,married,professional.course,no,yes,no,no
blue-collar,married,basic.4y,no,no,no,no
blue-collar,married,basic.9y,no,yes,no,no
admin.,married,university.degree,no,no,no,no
blue-collar,married,basic.9y,no,no,no,no
